ID	UniProtKB	KEGG ID	KO Number	GO terms	
HVAEP15.T027250.1	Q8TDX7	NEK7_HUMAN	hsa:140609;		cytoplasm [GO:0005737]; microtubule [GO:0005874]; microtubule organizing center [GO:0005815]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spindle pole [GO:0000922]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; cellular response to potassium ion [GO:0035865]; peptidyl-serine phosphorylation [GO:0018105]; positive regulation of NLRP3 inflammasome complex assembly [GO:1900227]; positive regulation of telomerase activity [GO:0051973]; positive regulation of telomere capping [GO:1904355]; positive regulation of telomere maintenance via telomerase [GO:0032212]; protein phosphorylation [GO:0006468]; regulation of mitotic cell cycle [GO:0007346]; spindle assembly [GO:0051225]
HVAEP15.T027251.1	Q3B8G7	IR3IP_XENLA	xla:735184;		endoplasmic reticulum membrane [GO:0005789]; brain development [GO:0007420]; organ growth [GO:0035265]; positive regulation of extracellular matrix constituent secretion [GO:0003331]; positive regulation of protein secretion [GO:0050714]; protein transport [GO:0015031]
HVAEP15.T027252.3	Q924T7	RNF31_MOUSE	mmu:268749;		CD40 receptor complex [GO:0035631]; cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; LUBAC complex [GO:0071797]; identical protein binding [GO:0042802]; K48-linked polyubiquitin modification-dependent protein binding [GO:0036435]; K63-linked polyubiquitin modification-dependent protein binding [GO:0070530]; linear polyubiquitin binding [GO:1990450]; metal ion binding [GO:0046872]; ubiquitin binding [GO:0043130]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-protein transferase activity [GO:0004842]; CD40 signaling pathway [GO:0023035]; defense response to bacterium [GO:0042742]; negative regulation of necroptotic process [GO:0060546]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of xenophagy [GO:1904417]; protein linear polyubiquitination [GO:0097039]; protein polyubiquitination [GO:0000209]; protein ubiquitination [GO:0016567]; T cell receptor signaling pathway [GO:0050852]
HVAEP15.T027255.1	A0A345BJN8	CLZ9_COCLU			membrane [GO:0016020]; nucleic acid binding [GO:0003676]; transmembrane transporter activity [GO:0022857]
HVAEP15.T027257.1	P03934	TC1A_CAEEL			nucleus [GO:0005634]; DNA binding [GO:0003677]; endonuclease activity [GO:0004519]; DNA integration [GO:0015074]; transposition, DNA-mediated [GO:0006313]
HVAEP15.T027258.1	Q924T7	RNF31_MOUSE	mmu:268749;		CD40 receptor complex [GO:0035631]; cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; LUBAC complex [GO:0071797]; identical protein binding [GO:0042802]; K48-linked polyubiquitin modification-dependent protein binding [GO:0036435]; K63-linked polyubiquitin modification-dependent protein binding [GO:0070530]; linear polyubiquitin binding [GO:1990450]; metal ion binding [GO:0046872]; ubiquitin binding [GO:0043130]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-protein transferase activity [GO:0004842]; CD40 signaling pathway [GO:0023035]; defense response to bacterium [GO:0042742]; negative regulation of necroptotic process [GO:0060546]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of xenophagy [GO:1904417]; protein linear polyubiquitination [GO:0097039]; protein polyubiquitination [GO:0000209]; protein ubiquitination [GO:0016567]; T cell receptor signaling pathway [GO:0050852]
HVAEP15.T027263.1	Q924T7	RNF31_MOUSE	mmu:268749;		CD40 receptor complex [GO:0035631]; cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; LUBAC complex [GO:0071797]; identical protein binding [GO:0042802]; K48-linked polyubiquitin modification-dependent protein binding [GO:0036435]; K63-linked polyubiquitin modification-dependent protein binding [GO:0070530]; linear polyubiquitin binding [GO:1990450]; metal ion binding [GO:0046872]; ubiquitin binding [GO:0043130]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-protein transferase activity [GO:0004842]; CD40 signaling pathway [GO:0023035]; defense response to bacterium [GO:0042742]; negative regulation of necroptotic process [GO:0060546]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of xenophagy [GO:1904417]; protein linear polyubiquitination [GO:0097039]; protein polyubiquitination [GO:0000209]; protein ubiquitination [GO:0016567]; T cell receptor signaling pathway [GO:0050852]
HVAEP15.T027265.1	Q2HJ94	DNJA2_BOVIN	bta:360006;		cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; ATP binding [GO:0005524]; ATPase activator activity [GO:0001671]; chaperone binding [GO:0051087]; Hsp70 protein binding [GO:0030544]; metal ion binding [GO:0046872]; unfolded protein binding [GO:0051082]; protein refolding [GO:0042026]; response to heat [GO:0009408]
HVAEP15.T027266.1	P07794	H2BL1_PSAMI			nucleosome [GO:0000786]; nucleus [GO:0005634]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]; protein-containing complex binding [GO:0044877]; structural constituent of chromatin [GO:0030527]
HVAEP15.T027268.1	Q90ZH9	S17AB_XENLA	xla:398765;		nucleus [GO:0005634]; beta-catenin binding [GO:0008013]; sequence-specific DNA binding [GO:0043565]; cell migration involved in gastrulation [GO:0042074]; endoderm development [GO:0007492]; hindgut morphogenesis [GO:0007442]; midgut development [GO:0007494]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; Wnt signaling pathway [GO:0016055]
HVAEP15.T027270.1	O42342	SOX7_XENLA	xla:378665;		nucleus [GO:0005634]; sequence-specific DNA binding [GO:0043565]; transcription cis-regulatory region binding [GO:0000976]; cell differentiation [GO:0030154]; endoderm formation [GO:0001706]; heart development [GO:0007507]; negative regulation of Wnt signaling pathway [GO:0030178]; positive regulation of transcription by RNA polymerase II [GO:0045944]; pronephros development [GO:0048793]
HVAEP15.T027272.1	Q90Z10	RL13_DANRE	dre:378961;		cytosolic large ribosomal subunit [GO:0022625]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; regulation of cell cycle [GO:0051726]; translation [GO:0006412]
HVAEP15.T027276.1	Q6DGL6	SOX1A_DANRE	dre:436756;		nucleus [GO:0005634]; transcription regulator complex [GO:0005667]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; anatomical structure morphogenesis [GO:0009653]; cell differentiation [GO:0030154]; nervous system development [GO:0007399]; positive regulation of DNA-binding transcription factor activity [GO:0051091]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of DNA-templated transcription [GO:0006355]
HVAEP15.T027279.1	Q20201	SOX3_CAEEL	cel:CELE_F40E10.2;		nucleus [GO:0005634]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; anatomical structure morphogenesis [GO:0009653]; cell differentiation [GO:0030154]; neuron differentiation [GO:0030182]; regulation of DNA-templated transcription [GO:0006355]
HVAEP15.T027282.1	Q8CGC6	RBM28_MOUSE	mmu:68272;		nucleolus [GO:0005730]; spliceosomal complex [GO:0005681]; RNA binding [GO:0003723]; mRNA processing [GO:0006397]; RNA splicing [GO:0008380]
HVAEP15.T027284.1	Q7K237	C1GLT_DROME	dme:Dmel_CG9520;		membrane [GO:0016020]; beta-1,3-galactosyltransferase activity [GO:0048531]; glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase activity [GO:0016263]; metal ion binding [GO:0046872]; central nervous system morphogenesis [GO:0021551]; glycolipid biosynthetic process [GO:0009247]; muscle cell development [GO:0055001]; negative regulation of hematopoietic stem cell differentiation [GO:1902037]; neuromuscular junction development [GO:0007528]; O-glycan processing, core 1 [GO:0016267]; protein glycosylation [GO:0006486]; regulation of filopodium assembly [GO:0051489]
HVAEP15.T027285.2	Q02391	GSLG1_CHICK	gga:396492;		cytoskeleton [GO:0005856]; extracellular matrix [GO:0031012]; Golgi membrane [GO:0000139]; fibroblast growth factor binding [GO:0017134]; bone morphogenesis [GO:0060349]; negative regulation of protein processing [GO:0010955]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; protein processing [GO:0016485]; regulation of chondrocyte differentiation [GO:0032330]; transforming growth factor beta receptor signaling pathway [GO:0007179]
HVAEP15.T027289.1	A1XQY1	NR3BA_DANRE	dre:570698;		membrane [GO:0016020]; metal ion binding [GO:0046872]; angiogenesis [GO:0001525]; cell adhesion [GO:0007155]
HVAEP15.T027291.1	P56945	BCAR1_HUMAN	hsa:9564;		actin cytoskeleton [GO:0015629]; axon [GO:0030424]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; lamellipodium [GO:0030027]; membrane [GO:0016020]; ruffle [GO:0001726]; protein kinase binding [GO:0019901]; SH3 domain binding [GO:0017124]; actin filament organization [GO:0007015]; actin filament reorganization [GO:0090527]; antigen receptor-mediated signaling pathway [GO:0050851]; B cell receptor signaling pathway [GO:0050853]; cell adhesion [GO:0007155]; cell chemotaxis [GO:0060326]; cell division [GO:0051301]; cell migration [GO:0016477]; cellular response to hepatocyte growth factor stimulus [GO:0035729]; endothelin receptor signaling pathway [GO:0086100]; epidermal growth factor receptor signaling pathway [GO:0007173]; G protein-coupled receptor signaling pathway [GO:0007186]; hepatocyte growth factor receptor signaling pathway [GO:0048012]; insulin receptor signaling pathway [GO:0008286]; integrin-mediated signaling pathway [GO:0007229]; neurotrophin TRK receptor signaling pathway [GO:0048011]; platelet-derived growth factor receptor signaling pathway [GO:0048008]; positive regulation of cell migration [GO:0030335]; positive regulation of endothelial cell migration [GO:0010595]; regulation of apoptotic process [GO:0042981]; regulation of cell growth [GO:0001558]; T cell receptor signaling pathway [GO:0050852]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]; vascular endothelial growth factor receptor signaling pathway [GO:0048010]
HVAEP15.T027293.1	Q6TMK4	POXA_DICDI	ddi:DDB_G0277275;		endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576]; heme binding [GO:0020037]; iodide peroxidase activity [GO:0004447]; lactoperoxidase activity [GO:0140825]; peroxidase activity [GO:0004601]; thiocyanate peroxidase activity [GO:0036393]; defense response to bacterium [GO:0042742]; hydrogen peroxide catabolic process [GO:0042744]; immune response [GO:0006955]; response to oxidative stress [GO:0006979]
HVAEP15.T027296.1	Q96RS6	NUDC1_HUMAN	hsa:84955;		cytosol [GO:0005829]; nucleoplasm [GO:0005654]; immune system process [GO:0002376]
HVAEP15.T027297.1	Q5FVL2	EMC8_RAT	rno:361425;		cytoplasm [GO:0005737]; EMC complex [GO:0072546]; Golgi apparatus [GO:0005794]; membrane insertase activity [GO:0032977]; protein insertion into ER membrane by stop-transfer membrane-anchor sequence [GO:0045050]; tail-anchored membrane protein insertion into ER membrane [GO:0071816]
HVAEP15.T027298.1	Q13884	SNTB1_HUMAN	hsa:6641;		cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; dystrophin-associated glycoprotein complex [GO:0016010]; focal adhesion [GO:0005925]; protein-containing complex [GO:0032991]; sarcolemma [GO:0042383]; synapse [GO:0045202]; actin binding [GO:0003779]; calmodulin binding [GO:0005516]; PDZ domain binding [GO:0030165]; structural molecule activity [GO:0005198]; muscle contraction [GO:0006936]
HVAEP15.T027306.1	Q6P4M5	GFOD1_XENTR	xtr:394777;		extracellular region [GO:0005576]; nucleotide binding [GO:0000166]; oxidoreductase activity [GO:0016491]
HVAEP15.T027307.1	A1XQX2	NR1BA_DANRE			membrane [GO:0016020]; metal ion binding [GO:0046872]; anatomical structure development [GO:0048856]; cell adhesion [GO:0007155]
HVAEP15.T027309.1	O43292	GPAA1_HUMAN	hsa:8733;		centrosome [GO:0005813]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; GPI-anchor transamidase complex [GO:0042765]; membrane [GO:0016020]; mitochondrion [GO:0005739]; tubulin binding [GO:0015631]; attachment of GPI anchor to protein [GO:0016255]; protein retention in ER lumen [GO:0006621]; protein-containing complex assembly [GO:0065003]
HVAEP15.T027310.1	Q91WL8	WWOX_MOUSE	mmu:80707;		cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; microvillus [GO:0005902]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; RNA polymerase II transcription regulator complex [GO:0090575]; enzyme binding [GO:0019899]; identical protein binding [GO:0042802]; oxidoreductase activity [GO:0016491]; cellular response to transforming growth factor beta stimulus [GO:0071560]; extrinsic apoptotic signaling pathway [GO:0097191]; intrinsic apoptotic signaling pathway by p53 class mediator [GO:0072332]; negative regulation of Wnt signaling pathway [GO:0030178]; osteoblast differentiation [GO:0001649]; positive regulation of extrinsic apoptotic signaling pathway [GO:2001238]; positive regulation of extrinsic apoptotic signaling pathway in absence of ligand [GO:2001241]; positive regulation of transcription by RNA polymerase II [GO:0045944]; skeletal system morphogenesis [GO:0048705]; Wnt signaling pathway [GO:0016055]
HVAEP15.T027313.1	Q9Y796	G3P_CUTCU			cytoplasm [GO:0005737]; glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity [GO:0004365]; NAD binding [GO:0051287]; NADP binding [GO:0050661]; glucose metabolic process [GO:0006006]; glycolytic process [GO:0006096]
HVAEP15.T027314.1	Q99MN1	SYK_MOUSE	mmu:85305;		aminoacyl-tRNA synthetase multienzyme complex [GO:0017101]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular space [GO:0005615]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; amino acid binding [GO:0016597]; ATP adenylyltransferase activity [GO:0003877]; ATP binding [GO:0005524]; identical protein binding [GO:0042802]; lysine-tRNA ligase activity [GO:0004824]; protein homodimerization activity [GO:0042803]; scaffold protein binding [GO:0097110]; tRNA binding [GO:0000049]; basophil activation involved in immune response [GO:0002276]; diadenosine tetraphosphate biosynthetic process [GO:0015966]; ERK1 and ERK2 cascade [GO:0070371]; lysyl-tRNA aminoacylation [GO:0006430]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of inflammatory response to antigenic stimulus [GO:0002863]; positive regulation of macrophage activation [GO:0043032]; response to X-ray [GO:0010165]
HVAEP15.T027315.1	Q9UHW9	S12A6_HUMAN	hsa:9990;		axon [GO:0030424]; basolateral plasma membrane [GO:0016323]; membrane [GO:0016020]; plasma membrane [GO:0005886]; synapse [GO:0045202]; ammonium transmembrane transporter activity [GO:0008519]; potassium ion transmembrane transporter activity [GO:0015079]; potassium:chloride symporter activity [GO:0015379]; protein kinase binding [GO:0019901]; ammonium import across plasma membrane [GO:0140157]; angiogenesis [GO:0001525]; cell volume homeostasis [GO:0006884]; cellular hypotonic response [GO:0071476]; cellular hypotonic salinity response [GO:0071477]; cellular response to glucose stimulus [GO:0071333]; chemical synaptic transmission [GO:0007268]; chloride ion homeostasis [GO:0055064]; chloride transmembrane transport [GO:1902476]; ion transport [GO:0006811]; potassium ion homeostasis [GO:0055075]; potassium ion import across plasma membrane [GO:1990573]; potassium ion transmembrane transport [GO:0071805]
HVAEP15.T027316.1	Q8VYN9	PHO32_ARATH	ath:AT5G54430;		chloroplast [GO:0009507]; plastid [GO:0009536]; ATP binding [GO:0005524]; response to molecule of fungal origin [GO:0002238]
HVAEP15.T027317.1	P72745	Y1101_SYNY3	syn:slr1101;		
HVAEP15.T027318.1	P72745	Y1101_SYNY3	syn:slr1101;		
HVAEP15.T027319.1	P72745	Y1101_SYNY3	syn:slr1101;		
HVAEP15.T027331.1	Q91EK3	REP_GOCV	vg:921700;		host cell nucleus [GO:0042025]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; endodeoxyribonuclease activity, producing 5'-phosphomonoesters [GO:0016888]; metal ion binding [GO:0046872]; nucleotidyltransferase activity [GO:0016779]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; DNA replication [GO:0006260]; protein-DNA covalent cross-linking [GO:0018142]
HVAEP15.T027335.1	Q9P215	POGK_HUMAN	hsa:57645;		nucleoplasm [GO:0005654]; nucleus [GO:0005634]; DNA binding [GO:0003677]; regulation of DNA-templated transcription [GO:0006355]
